Content,Label
"<HTML><FONT  SIZE=3D2 PTSIZE=3D10 FAMILY=3D""SANSSERIF"" FACE=3D""Arial"" LANG=3D=",ham
,ham
"Hi,",spam
<html>,spam
<x-html>,ham
This is a multi-part message in MIME format.,ham
------000000000000000000000000000000000000000000000000000000000000000,spam
<html>,spam
"During these tough economic times, how do you help a salesperson, a custo=",ham
<style type=text/css>,ham
<html>,ham
,ham
<html>,ham
<html>,ham
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">",spam
Dear Dr. Schaefer:,ham
This is a multi-part message in MIME format.,ham
SUBJECT:,ham
,ham
To: yyyy@netnoteinc.com,spam
,ham
,ham
,ham
,ham
,ham
,ham
<html>,ham
"Dear Consumers, Increase your Business Sales!",spam
CHECK BY FAX SERVICES!,spam
"If You fax a check, there is no need for you to mail the",ham
Greetings!,spam
This is a multi-part message in MIME format.,ham
WANT TO MAKE MONEY?,ham
To: yyyy@netnoteinc.com,spam
,ham
,ham
,ham
,ham
,ham
,ham
"Email marketing - if done right - is both highly effective and amazingly cost effective.  OK, it can be",ham
,ham
"Email marketing - if done right - is both highly effective and amazingly cost effective.  OK, it can be",ham
,ham
,ham
<html>,ham
go..  jm@netnoteinc.com,ham
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">",ham
,ham
This is a multi-part message in MIME format.,spam
------=_NextPart_000_00A5_78B53E6C.B7678D60,ham
This is a multi-part message in MIME format.,ham
****************************,spam
****************************,spam
What have you been up to?,spam
"<style type=""text/css"">",ham
<html>,ham
"Hello,",ham
Hi we are luke's secret following we love luke fictitious!,ham
Long time no chat!,spam
"<!doctype html public ""-//w3c//dtd html 4.0 transitional//en"">",ham
"Note:If this eamil is not fit for you,please reply to webmaster@wjjzzs.com with ""remove"".You'd tell me the email address we've used.",ham
"<style type=""text/css"">",ham
This is the worst job market we've seen in over 30 years.,spam
,ham
------=_NextPart_000_001D_53B46E59.C27024C0,ham
"<HTML><FONT  SIZE=2 PTSIZE=10 FAMILY=""SANSSERIF"" FACE=""Arial"" LANG=""0"">HAS YOUR MORTGAGE SEARCH GOT YOU DOWN?<BR>",spam
This is a multi-part message in MIME format.,spam
This is a multi-part message in MIME format,ham
We offer some of the best bulk e-mail prices on the Internet. We do all,ham
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">",ham
MR.RONARD TONY,spam
Are creditors hassling you about your debts?,spam
<html>,ham
<html>,spam
http://xent.com/mailman/listinfo/fork,ham
<HTML><HEAD></HEAD><BODY><b><FONT SIZE=3D4>In a recent survey conducted by =,ham
<HTML><HEAD></HEAD><BODY><b><FONT SIZE=3D4>In a recent survey conducted by =,ham
<HTML><HEAD></HEAD><BODY><b><FONT SIZE=3D4>In a recent survey conducted by =,ham
<!-- saved from url=(0022)http://internet.e-mail -->,ham
<html>,ham
<HTML>,ham
<html>,ham
<HTML>,spam
,ham
Aren't Asian Pacfic Americans (APAs) accorded equal,ham
,ham
<html>,ham
This is a multi-part message in MIME format.,ham
,ham
This is a multi-part message in MIME format.,ham
<!-- saved from url=3D(0022)http://internet.e-mail -->,ham
,ham
"In 1957, a monastery in Thailand was being relocated and a group of monks",spam
"<HTML><FONT  SIZE=3D2 PTSIZE=3D10 FAMILY=3D""SANSSERIF"" FACE=3D""Arial"" LANG=3D=",ham
,ham
This is a multi-part message in MIME format.,ham
E-Solutions Center (ESC),ham
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">",ham
,ham
<html>,spam
,ham
<HTML>,spam
,ham
"<p align=3D""left""><font size=3D""2""=20",ham
<HR>,ham
http://xent.com/mailman/listinfo/fork,ham
=3CBODY bgColor=3D#ffffff=3E,ham
"Dear Computer User jm8675309 ,",ham
This is a multi-part message in MIME format.,spam
Tired of Mounting Credit Card Debt?,ham
<HTML>,spam
,ham
"Hey,  I just wanted to tell you about a GREAT website.  http://www.metrojokes.com    Features lots of jokes!  Extremly unique features and classified in categories.  I appriciate your time.",spam
<HTML><HEAD></HEAD><BODY><b><FONT SIZE=3D4>In a recent survey conducted by =,ham
,ham
"<META HTTP-EQUIV=""Content-Type"" CONTENT=""text/html;charset=koi8-r"">",ham
,ham
Why Spend Your Hard Earned Cash?,spam
"If you haven't already read the #1 NY Times Best Seller Rich Dad,",ham
,ham
<html>,ham
<HTML>,ham
Regarding,ham
,ham
,ham
,ham
,ham
You are receiving this email because you have expressed an interest=20,ham
<html><body>,ham
,ham
<html><HEAD><TITLE>creditfix</TITLE>,ham
<HR>,ham
,ham
<html>,spam
,ham
INTEREST RATES HAVE JUST BEEN CUT!!!,ham
<html>,spam
"As seen on NBC, CBS, CNN, and even Oprah! The health",ham
<html>,ham
<HTML>,spam
Sell your Timeshare!,ham
------=_NextPart_000_00D0_65B52D1A.C4816C13,ham
Opportunity is knocking. Why?,spam
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">",ham
midrjobs-l@midrange.com,spam
,ham
,ham
Hello,ham
=3Chtml=3E=3Cbody,ham
PUBLIC ANNOUNCEMENT:,ham
,ham
<html>,spam
<HTML>,ham
=3CBODY bgColor=3D#ffffff=3E,ham
,ham
<html>,ham
"<HTML><FONT  SIZE=2 PTSIZE=10 FAMILY=""SANSSERIF"" FACE=""Arial"" LANG=""0"">HAS YOUR MORTGAGE SEARCH GOT YOU DOWN?<BR>",spam
------=_NextPart_000_00E6_61E42E2B.C1032A62,ham
You Can't Beat This Deal:,spam
,ham
=3CBODY bgColor=3D#ffffff=3E,ham
,ham
<HTML><HEAD><STYLE>,spam
,ham
"On January 1st 2002, the European countries began",spam
<html><head><title></title>,ham
This is NOT spam.=20,spam
<HTML>,ham
"On January 1st 2002, the European countries began",spam
,ham
4 kat Daha Hizli & Sinirsiz  baglantiya ne dersiniz???,ham
-,ham
4 kat Daha Hizli & Sinirsiz  baglantiya ne dersiniz???,ham
-,ham
(See Disclaimer below),spam
,ham
*** PLEASE READ THIS EMAIL TO THE END ***,spam
This is a multi-part message in MIME format.,spam
<html>,ham
Below is the result of your feedback form.  It was submitted by,ham
<html>,ham
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN""><HTML>",ham
,ham
"WIDTH=""109""",ham
,ham
ALT,ham
"WIDTH=""135"" HEIGHT=""119""",ham
"WIDTH=""124"" HEIGHT=""135""",ham
color=#ff0000>quantity</FONT>,ham
color=#0000a0 size=2>In order for you to see how our network,spam
--DeathToSpamDeathToSpamDeathToSpam,spam
<html>,ham
<html><body>,ham
This is a multi-part message in MIME format.,ham
<html><body>,ham
,ham
"20th July, 2002",ham
F I N A L    N O T I C E !,spam
"To remove, please send an email with ""REMOVE""",ham
Y O U R  last chance for,spam
--DeathToSpamDeathToSpamDeathToSpam,ham
This is a multi-part message in MIME format.,ham
<html>,ham
Established Global Network Marketing Opportunity!,spam
,ham
,ham
,ham
<HTML>,ham
,ham
Easy 30-50% Return?,ham
<HTML>,spam
This is a multi-part message in MIME format.,ham
<html>,spam
<html>,ham
<html>,spam
u8bJvcLD087M7Mzst6IgIGh0dHA6Ly93d3cubmpjaGluYS5jb20vc2t0dGYuaHRtDQoNCsTP,ham
!Want to make a million bucks this year?,ham
Easy 30-50% Return?,ham
<html>,ham
<html>,spam
-,spam
To: yyyy@netnoteinc.com,spam
,ham
,ham
,ham
,ham
,ham
,ham
<HTML>,spam
*****************BANNEDCD::::::::::::::::::::::::::::::::::>NET******************,ham
<HTML>,ham
Established Global Network Marketing Opportunity!,spam
,ham
,ham
,ham
*****************BANNEDCD::::::::::::::::::::::::::::::::::>NET******************,ham
------=_NextPart_000_00A5_72D33D8C.C3665C01,ham
<html>,ham
<html>,ham
<html>,ham
"<body bgcolor=""#ffffff"">",ham
Below is the result of your feedback form.  It was submitted by,ham
"<HTML><FONT  SIZE=2 PTSIZE=10 FAMILY=""SANSSERIF"" FACE=""Arial"" LANG=""0"">HAS YOUR MORTGAGE SEARCH GOT YOU DOWN?<BR>",spam
"Dear dhudobenko ,",ham
<html>,ham
INSIGHT NEWS ALERT!,ham
========================================================,spam
--#MYBOUNDARY#,ham
<html>,ham
<html><body>,ham
------=_ZnkAvjw6_o9xevs6y_MA,ham
<html>,ham
Financial Services Company will pay a minimum of $250.00 (max. of $1000.00) for every lead that results in a sale.  Currently many of our Telemarketers are earning more than $5000.00 a month!,ham
------=_MTVdUUF7_CFi9V3vL_MA,ham
Proven 6 Year Old Better Business Registered Company Provides,spam
--#DM659823986#,spam
"Hi Friend,",ham
NOW ON SALE FOR $129.00  10 100 MG TABLETS,ham
,ham
IMPORTANT NOTICE:  Regarding your domain name,ham
<html>,ham
To: yyyy@netnoteinc.com,spam
,ham
,ham
,ham
,ham
,ham
,ham
"Gooday,",ham
--DeathToSpamDeathToSpamDeathToSpam,ham
<html>,spam
"<div align=""center"">",spam
This is a multi-part message in MIME format.,ham
BARRISTER ADEWALE COKER CHAMBERS,ham
--DeathToSpamDeathToSpamDeathToSpam,ham
BARRISTER ADEWALE COKER CHAMBERS,ham
--DeathToSpamDeathToSpamDeathToSpam,ham
<html>,ham
BARRISTER ADEWALE COKER CHAMBERS,ham
,ham
,ham
BARRISTER ADEWALE COKER CHAMBERS,ham
,ham
,ham
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">",ham
Y O U R  last chance for,spam
--DeathToSpamDeathToSpamDeathToSpam,ham
"As seen on NBC, CBS, CNN, and even Oprah! The health discovery that actuallyreverses aging",ham
This is a multi-part message in MIME format.,ham
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">",ham
,ham
IMPORTANT NOTICE:  Regarding your domain name,ham
From: whenopportunityknocksssss@yahoo.com,spam
This is a multi-part message in MIME format.,ham
--#MYBOUNDARY#,ham
<html>,ham
<HTML>,spam
FIND PROSPECTS FOR YOUR BIZ/PRODUCTS...FAST !!,spam
,ham
,ham
,ham
,ham
,ham
"Dear me ,",ham
=============================================,ham
,ham
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">",spam
Give me 5 minutes and I will show you how,spam
<HTML><HEAD></HEAD><BODY><center><FONT SIZE=3D4 COLOR=3D#FF3300><B>Protect =,ham
<HTML>,ham
"FROM THE DESK OF:DR.OLUFEMI COKER,",ham
,ham
<!-- saved from url=(0022)http://internet.e-mail -->,spam
<!-- saved from url=3D(0022)http://internet.e-mail -->,ham
Do you have a product or service to offer?,ham
,ham
,ham
,ham
<html>,ham
"CashIC.com =DDnternetten para kazandiran, en onemlisi Turkiye ye de odeme=",ham
-,ham
To remove see below.,ham
"<body bgcolor=""#FFFFFF"" text=""#CC3333"">",ham
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">",spam
<html>,spam
,ham
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">",ham
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">",ham
<html>,spam
,ham
<html>,ham
<HTML>,ham
<x-html>,spam
<HTML><HEAD></HEAD><BODY><center><FONT SIZE=3D4 COLOR=3D#FF3300><B>Protect =,ham
(Fax) to  my direct confidential  Fax No: 234 1 7591666,spam
(Fax) to  my direct confidential  Fax No: 234 1 7591666,spam
<HTML>,ham
<> Get up to 4 receivers installed in 4 rooms!,spam
"Dear Sir/Ma,",ham
,ham
GET READY FOR A DEAL YOU'VE NEVER SEEN BEFORE!,spam
--DeathToSpamDeathToSpamDeathToSpam,ham
------=_NextPart_000_00C5_80C76A1D.C6068D13,ham
<HTML>,ham
<HTML>,ham
<HTML>,ham
Do you want to make money from home?  Are you tired,ham
<HR>,ham
,ham
"LazyTraders,",ham
,ham
------=_BkymKzPF_EOQL8qx8_MR,ham
------=_BkymKzPF_EOQL8qx8_MR,ham
-----=b1z9tz8hennlu9udi_dkzpz49njtph,ham
<html>,ham
--DeathToSpamDeathToSpamDeathToSpam,ham
--DeathToSpamDeathToSpamDeathToSpam,ham
>>From the Desk of Mr. Kenneth Uba,ham
<HTML>,ham
<html>,spam
<html>,spam
<HR>,ham
,ham
"<META HTTP-EQUIV=3D""Content-Type"" CONTENT=3D""text/html;charset=3Dbig5"">",ham
PCFET0NUWVBFIEhUTUwgUFVCTElDICItLy9XM0MvL0RURCBIVE1MIDQuMCBUcmFuc2l0aW9u,ham
<!-- saved from url=3D(0022)http://internet.e-mail -->,ham
<HR>,ham
,ham
Want to make a million bucks this year?,ham
Dear cpunks =2C,ham
Dear cpunks =2C,ham
<HTML>,ham
<html>,spam
This is a multi-part message in MIME format.,spam
Dear cypherpunks =2C,ham
*****************BANNEDCD::::::::::::::::::::::::::::::::::>NET******************,ham
This is a multi-part message in MIME format.,ham
<html>,ham
START A BUSINESS OR FUND YOUR CHILD'S COLLEGE WITHOUT DEBT.,spam
<!-- saved from url=3D(0022)http://internet.e-mail -->,ham
This is a multi-part message in MIME format.,ham
"As seen on NBC, CBS, CNN, and even Oprah! The health discovery that actuallyreverses aging while burning fat, without dieting or exercise! This provendiscovery has even been reported on by the New England Journal of Medicine.Forget aging and dieting forever! And it's Guaranteed!",ham
This is a multi-part message in MIME format.,ham
,ham
MR MABO LOKO,spam
MR MABO LOKO,spam
Dear fork =2C,ham
<html>,spam
This is a multi-part message in MIME format.,ham
,ham
<HTML>,spam
This is a multi-part message in MIME format.,ham
Programs for EVERY credit situation,ham
<html>,spam
<html><body>,ham
"<META HTTP-EQUIV=3D""Content-Type"" CONTENT=3D""text/html;charset=3Dbig5"">",ham
"<META HTTP-EQUIV=3D""Content-Type"" CONTENT=3D""text/html;charset=3Dbig5"">",ham
<html>,spam
<!-- saved from url=3D(0022)http://internet.e-mail -->,ham
Please visit http://ukprankcalls.com to play a hilarious joke on your mates!,ham
Dear jm =2C,ham
"Hi,",spam
<html>,spam
=============================================,ham
,ham
"On January 1st 2002, the European countries began",spam
<HTML><HEAD><TITLE>Take Control Of Your Conference Calls</TITLE>,ham
<=21-- saved from url=3D(0022)http://internet.e-mail -->,spam
<html>,ham
Below is the result of your feedback form.  It was submitted by,spam
"Hi,",spam
--DeathToSpamDeathToSpamDeathToSpam,ham
"<BODY BGCOLOR=""#FFFFFF"">",spam
=3Chtml=3E=3Chead=3E=3Cmeta http-equiv=3DContent-Language content=3Dtr=3E=3Cmeta http-equiv=3DContent-Type content=3D=22text=2Fhtml=3B charset=3Dwindows-1254=22=3E=3Ctitle=3ETR Rehber 6=3C=2Ftitle=3E=3C=2Fhead=3E,ham
,ham
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">",ham
,ham
<html>,spam
,ham
FROM:ZIMMY MABO.,ham
=DDyi g=FCnler,ham
(See Disclaimer below),spam
,spam
(((((((((((((((((((((((((((((((((((((((((((((((((((((((((( DISCLAIMER ))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))),ham
,ham
"<html><body bgColor=""#CCCCCC"" topmargin=1 onMouseOver=""window.status=''; return true"" oncontextmenu=""return false"" ondragstart=""return false"" onselectstart=""return false"">",ham
"DEAR SIR,",ham
"DEAR SIR,",ham
<html>,spam
,ham
<HTML>,ham
"Hi !  Your name was submitted as someone who might be interested in making money at home.  If this is in error, please excuse this email and delete it. This is a one time mailing. ""DO NOT REPLY UNLESS YOU WANT MORE EMAILS""!!!",ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
"This is an HTML email message.  If you see this, your mail client does not support HTML messages.",spam
<html>,ham
<HTML>,ham
"Hello,",ham
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">",ham
"<body bgcolor=""#FFFFFF"" text=""#CC3333"">",ham
This is a multi-part message in MIME format.,spam
Industrial LINUX News:,ham
,ham
naorwnwbxbsttgvelamusbs,ham
Long time no chat!,spam
<html>,spam
Long time no chat!,spam
<html>,ham
"<HTML><P ALIGN=CENTER><FONT  SIZE=2 PTSIZE=10 FAMILY=""SANSSERIF"" FACE=""Arial"" LANG=""0""><B>SAY GOODBYE <BR>",ham
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"">",spam
</td>,ham
--DeathToSpamDeathToSpamDeathToSpam,ham
This is a multi-part message in MIME format.,spam
<html>,spam
,ham
<html>,spam
,ham
<HTML>,ham
<html>,spam
<BODY bgColor=#ffffff>,ham
This is a multi-part message in MIME format.,ham
!Want to make a million bucks this year?,ham
<html>,spam
<html><H3><B>You only <I><font color=red>THINK</font> </font> you're a,ham
<html>,ham
=3Chtml=3E=3Cbody onload=3D=22window=2Eopen=28'http=3A=2F=2F202=2E101=,ham
,ham
,ham
<html>,ham
"Look this is so hot that not only do you want one... but you can get rich selling it to others... some will use it for good and many will use it for bad... either way the unit works...It is a bulb... but it is not a bulb... it is a secret wireless camera use professionally by cia, fbi and others... original cost was over $5000 but because someone went to china to knock them off you now can buy it today for $299 each, or 2 for $499 or 10 for $1750... do the math... you can earn $125 per unit or more and sell 10 in a week... all people need to do is see one and they flip out...Here is how it worksYou screw it into any lamp, wall  or ceiling bulb socet (even over the shower) it could be in a dark place it don't matter... put it in your bedroom and make sure your wife does not have company while you are working... i am telling you man you would pay $1000's for this toy... Then you take the other piece and plug it into your vcr and it is as if you were standing over the person wi!",ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
--DeathToSpamDeathToSpamDeathToSpam,ham
JetMp3 T=FCrkiye'de ilk kez uygulanan bir sistemi hayata ge=E7irdi.,ham
JetMp3 T=FCrkiye'de ilk kez uygulanan bir sistemi hayata ge=E7irdi.,ham
"HELLO,",spam
Below is the result of your feedback form.  It was submitted by,ham
<HTML>,ham
.,ham
=3Chtml=3E=3Chead=3E=3Cmeta http-equiv=3DContent-Language content=3Dtr=3E=3Cmeta http-equiv=3DContent-Type content=3D=22text=2Fhtml=3B charset=3Dwindows-1254=22=3E=3Ctitle=3ETR Rehber 6=3C=2Ftitle=3E=3C=2Fhead=3E,ham
,ham
Learn from the BEST...for FREE!,spam
"Computer Privacy Help elizabeth0318 ,",ham
"<html><body><table border=3D""2"" cellpadding=3D""4"" width=3D""51%"" height=3D""3=",ham
<html>,ham
Do you dream of working for yourself? From the,spam
##################################################,spam
,ham
,ham
Removal Instructions:,ham
"Dear Computer User jlugo ,",ham
"Dear Computer User jlugo ,",ham
<html>,spam
Long time no chat!,spam
Below is the result of your feedback form.  It was submitted by,ham
"When America's top companies compete for your business, you win.",ham
Want to watch HARDCORE PORN MOVIES ?,ham
,ham
,ham
,ham
"[JK9^"":}H&*TG0BK5NKIYs5]",ham
Dear cypherpunks =2C,ham
JetMp3 Türkiye'de ilk kez uygulanan bir sistemi hayata geçirdi.,ham
<html>,spam
<HR>,ham
,ham
<HTML>,spam
This is a multi-part message in MIME format.,spam
"<html><head><meta http-equiv=3DContent-Type content=3D""text/html; charset=3D=",spam
<html>,spam
PGh0bWw+DQo8aGVhZD4NCjxtZXRhIGh0dHAtZXF1aXY9ImNvbnRlbnQtdHlwZSIgY29udGVu,ham
This is not spam.  Thanks for posting to our promotional web sites. If you,ham
